Tanggal,RH_avg
03-04-2014,84
04-04-2014,79
05-04-2014,89
06-04-2014,79
07-04-2014,75
08-04-2014,78
09-04-2014,76
10-04-2014,65
11-04-2014,63
12-04-2014,74
13-04-2014,65
14-04-2014,65
15-04-2014,66
16-04-2014,65
17-04-2014,66
18-04-2014,79
19-04-2014,64
20-04-2014,72
21-04-2014,77
22-04-2014,84
23-04-2014,77
24-04-2014,82
25-04-2014,75
26-04-2014,73
27-04-2014,83
28-04-2014,81
29-04-2014,73
30-04-2014,80
01-05-2014,73
02-05-2014,79
03-05-2014,79
04-05-2014,78
05-05-2014,72
06-05-2014,78
07-05-2014,76
08-05-2014,86
09-05-2014,76
10-05-2014,89
11-05-2014,69
12-05-2014,75
13-05-2014,82
14-05-2014,82
15-05-2014,82
16-05-2014,80
17-05-2014,79
18-05-2014,78
19-05-2014,75
20-05-2014,88
21-05-2014,74
22-05-2014,69
23-05-2014,80
24-05-2014,77
25-05-2014,82
26-05-2014,93
27-05-2014,81
28-05-2014,79
29-05-2014,76
30-05-2014,83
31-05-2014,80
01-06-2014,85
02-06-2014,86
03-06-2014,82
04-06-2014,86
05-06-2014,83
06-06-2014,82
07-06-2014,77
08-06-2014,72
09-06-2014,79
10-06-2014,76
11-06-2014,81
12-06-2014,77
13-06-2014,76
14-06-2014,76
15-06-2014,65
16-06-2014,71
17-06-2014,64
18-06-2014,71
19-06-2014,70
20-06-2014,72
21-06-2014,69
22-06-2014,80
23-06-2014,71
24-06-2014,72
25-06-2014,70
26-06-2014,77
27-06-2014,69
28-06-2014,69
29-06-2014,75
30-06-2014,77
01-07-2014,78
02-07-2014,82
03-07-2014,88
04-07-2014,75
05-07-2014,73
06-07-2014,68
07-07-2014,79
08-07-2014,72
09-07-2014,69
10-07-2014,75
11-07-2014,82
12-07-2014,76
13-07-2014,70
14-07-2014,70
15-07-2014,70
16-07-2014,73
17-07-2014,75
18-07-2014,74
19-07-2014,63
20-07-2014,67
21-07-2014,70
23-07-2014,74
24-07-2014,73
25-07-2014,71
26-07-2014,80
27-07-2014,76
28-07-2014,76
29-07-2014,77
30-07-2014,79
31-07-2014,80
01-08-2014,74
02-08-2014,74
03-08-2014,74
04-08-2014,74
05-08-2014,74
06-08-2014,74
07-08-2014,74
08-08-2014,74
09-08-2014,74
10-08-2014,74
11-08-2014,74
12-08-2014,74
13-08-2014,74
14-08-2014,74
15-08-2014,74
16-08-2014,74
17-08-2014,74
18-08-2014,74
19-08-2014,74
20-08-2014,74
21-08-2014,74
22-08-2014,74
23-08-2014,74
24-08-2014,74
25-08-2014,84
26-08-2014,74
27-08-2014,74
28-08-2014,74
29-08-2014,74
30-08-2014,74
31-08-2014,74
01-09-2014,79
02-09-2014,79
03-09-2014,78
04-09-2014,79
05-09-2014,76
06-09-2014,75
07-09-2014,75
08-09-2014,79
09-09-2014,81
10-09-2014,83
11-09-2014,81
12-09-2014,85
13-09-2014,84
14-09-2014,84
15-09-2014,81
16-09-2014,81
17-09-2014,78
18-09-2014,75
19-09-2014,82
20-09-2014,81
21-09-2014,85
22-09-2014,82
23-09-2014,91
24-09-2014,88
25-09-2014,86
26-09-2014,81
27-09-2014,91
28-09-2014,86
29-09-2014,88
30-09-2014,84
01-10-2014,89
02-10-2014,83
03-10-2014,86
04-10-2014,76
05-10-2014,84
06-10-2014,74
07-10-2014,81
08-10-2014,72
09-10-2014,88
10-10-2014,79
11-10-2014,86
12-10-2014,91
13-10-2014,79
14-10-2014,82
15-10-2014,82
16-10-2014,82
17-10-2014,81
18-10-2014,83
19-10-2014,87
20-10-2014,83
21-10-2014,83
22-10-2014,83
23-10-2014,84
24-10-2014,82
25-10-2014,78
26-10-2014,82
27-10-2014,80
28-10-2014,83
29-10-2014,86
30-10-2014,81
31-10-2014,83
01-11-2014,80
02-11-2014,91
03-11-2014,83
04-11-2014,84
05-11-2014,81
06-11-2014,78
07-11-2014,81
08-11-2014,86
09-11-2014,86
10-11-2014,83
11-11-2014,85
12-11-2014,86
13-11-2014,81
14-11-2014,83
15-11-2014,79
16-11-2014,86
17-11-2014,82
18-11-2014,85
19-11-2014,85
20-11-2014,84
21-11-2014,83
22-11-2014,84
23-11-2014,83
24-11-2014,81
25-11-2014,83
26-11-2014,84
27-11-2014,82
28-11-2014,81
29-11-2014,81
30-11-2014,79
01-12-2014,82
02-12-2014,80
03-12-2014,76
04-12-2014,76
05-12-2014,76
06-12-2014,93
07-12-2014,71
08-12-2014,82
09-12-2014,73
10-12-2014,76
11-12-2014,75
12-12-2014,76
13-12-2014,71
14-12-2014,71
15-12-2014,79
16-12-2014,87
17-12-2014,84
18-12-2014,78
19-12-2014,86
20-12-2014,82
21-12-2014,85
22-12-2014,86
23-12-2014,85
24-12-2014,79
25-12-2014,86
26-12-2014,92
27-12-2014,84
28-12-2014,78
29-12-2014,88
30-12-2014,75
31-12-2014,76
01-01-2015,76
02-01-2015,78
03-01-2015,74
04-01-2015,74
05-01-2015,74
06-01-2015,76
07-01-2015,74
08-01-2015,76
09-01-2015,85
10-01-2015,80
11-01-2015,75
12-01-2015,76
13-01-2015,72
14-01-2015,82
15-01-2015,81
16-01-2015,73
17-01-2015,70
18-01-2015,70
19-01-2015,65
20-01-2015,71
21-01-2015,78
22-01-2015,72
23-01-2015,64
24-01-2015,70
25-01-2015,67
26-01-2015,86
27-01-2015,79
28-01-2015,70
29-01-2015,73
30-01-2015,78
31-01-2015,84
01-02-2015,81
02-02-2015,68
03-02-2015,70
04-02-2015,70
05-02-2015,82
06-02-2015,78
07-02-2015,75
08-02-2015,79
09-02-2015,77
10-02-2015,78
12-02-2015,69
13-02-2015,74
14-02-2015,68
15-02-2015,69
16-02-2015,78
17-02-2015,78
18-02-2015,88
19-02-2015,75
20-02-2015,70
21-02-2015,74
22-02-2015,74
23-02-2015,74
24-02-2015,74
25-02-2015,70
26-02-2015,67
27-02-2015,81
28-02-2015,74
01-03-2015,76
02-03-2015,73
03-03-2015,70
04-03-2015,70
05-03-2015,63
06-03-2015,74
07-03-2015,74
08-03-2015,74
09-03-2015,74
10-03-2015,74
11-03-2015,74
12-03-2015,74
13-03-2015,74
14-03-2015,74
15-03-2015,74
16-03-2015,74
17-03-2015,74
18-03-2015,74
19-03-2015,74
20-03-2015,74
21-03-2015,74
22-03-2015,74
23-03-2015,72
24-03-2015,73
25-03-2015,76
26-03-2015,79
27-03-2015,70
28-03-2015,75
29-03-2015,75
30-03-2015,72
31-03-2015,74
01-04-2015,78
02-04-2015,74
03-04-2015,74
04-04-2015,74
05-04-2015,74
06-04-2015,74
07-04-2015,74
08-04-2015,74
09-04-2015,74
10-04-2015,76
11-04-2015,78
12-04-2015,78
13-04-2015,78
14-04-2015,74
15-04-2015,74
16-04-2015,74
17-04-2015,74
18-04-2015,75
19-04-2015,74
20-04-2015,74
21-04-2015,74
22-04-2015,74
23-04-2015,74
24-04-2015,74
25-04-2015,74
26-04-2015,74
27-04-2015,74
28-04-2015,74
29-04-2015,74
30-04-2015,74
01-05-2015,74
02-05-2015,74
03-05-2015,74
04-05-2015,74
05-05-2015,74
06-05-2015,74
07-05-2015,74
08-05-2015,74
09-05-2015,74
10-05-2015,74
11-05-2015,75
12-05-2015,85
13-05-2015,74
14-05-2015,74
15-05-2015,77
16-05-2015,79
17-05-2015,74
18-05-2015,63
19-05-2015,70
20-05-2015,77
21-05-2015,68
22-05-2015,77
23-05-2015,80
24-05-2015,73
25-05-2015,74
26-05-2015,79
27-05-2015,80
28-05-2015,70
29-05-2015,73
30-05-2015,78
31-05-2015,83
01-06-2015,69
02-06-2015,74
03-06-2015,74
04-06-2015,72
05-06-2015,71
06-06-2015,72
07-06-2015,76
08-06-2015,74
09-06-2015,78
10-06-2015,72
11-06-2015,80
12-06-2015,86
13-06-2015,78
14-06-2015,75
15-06-2015,74
16-06-2015,74
17-06-2015,63
18-06-2015,66
19-06-2015,70
20-06-2015,72
21-06-2015,64
22-06-2015,63
23-06-2015,64
24-06-2015,65
25-06-2015,69
26-06-2015,69
29-06-2015,64
30-06-2015,74
01-07-2015,63
02-07-2015,70
03-07-2015,77
04-07-2015,64
05-07-2015,65
06-07-2015,71
07-07-2015,69
08-07-2015,74
09-07-2015,66
10-07-2015,78
11-07-2015,71
12-07-2015,65
13-07-2015,69
14-07-2015,78
15-07-2015,76
16-07-2015,75
17-07-2015,74
18-07-2015,77
19-07-2015,74
20-07-2015,73
21-07-2015,74
22-07-2015,68
23-07-2015,76
24-07-2015,72
25-07-2015,73
26-07-2015,74
27-07-2015,72
28-07-2015,71
29-07-2015,67
30-07-2015,74
31-07-2015,72
01-08-2015,75
02-08-2015,76
03-08-2015,81
04-08-2015,72
05-08-2015,72
06-08-2015,73
07-08-2015,67
08-08-2015,74
09-08-2015,78
10-08-2015,74
11-08-2015,91
12-08-2015,79
13-08-2015,74
14-08-2015,74
15-08-2015,78
16-08-2015,74
17-08-2015,74
18-08-2015,74
19-08-2015,74
20-08-2015,74
21-08-2015,74
22-08-2015,74
23-08-2015,74
24-08-2015,74
25-08-2015,74
26-08-2015,68
27-08-2015,74
28-08-2015,74
29-08-2015,74
30-08-2015,74
31-08-2015,74
01-09-2015,74
02-09-2015,74
03-09-2015,74
04-09-2015,74
05-09-2015,80
06-09-2015,76
07-09-2015,67
08-09-2015,73
09-09-2015,74
10-09-2015,79
11-09-2015,77
12-09-2015,77
13-09-2015,75
14-09-2015,78
15-09-2015,75
16-09-2015,73
17-09-2015,75
18-09-2015,68
19-09-2015,70
20-09-2015,77
21-09-2015,68
22-09-2015,76
23-09-2015,76
24-09-2015,74
25-09-2015,71
26-09-2015,70
27-09-2015,79
28-09-2015,80
29-09-2015,75
30-09-2015,81
01-10-2015,88
02-10-2015,83
03-10-2015,78
04-10-2015,82
05-10-2015,77
06-10-2015,84
07-10-2015,75
08-10-2015,78
09-10-2015,83
10-10-2015,83
11-10-2015,79
12-10-2015,82
13-10-2015,82
14-10-2015,79
15-10-2015,81
16-10-2015,78
17-10-2015,80
18-10-2015,84
19-10-2015,77
20-10-2015,76
21-10-2015,81
22-10-2015,77
23-10-2015,79
24-10-2015,87
25-10-2015,80
26-10-2015,84
27-10-2015,80
28-10-2015,84
29-10-2015,83
30-10-2015,79
31-10-2015,85
01-11-2015,86
02-11-2015,89
03-11-2015,81
04-11-2015,82
05-11-2015,80
06-11-2015,88
07-11-2015,78
08-11-2015,84
09-11-2015,76
10-11-2015,84
11-11-2015,86
12-11-2015,76
13-11-2015,79
14-11-2015,81
15-11-2015,86
16-11-2015,85
17-11-2015,77
18-11-2015,73
19-11-2015,80
20-11-2015,82
21-11-2015,83
22-11-2015,78
23-11-2015,75
24-11-2015,79
25-11-2015,81
26-11-2015,74
27-11-2015,74
28-11-2015,78
29-11-2015,85
30-11-2015,92
01-12-2015,74
02-12-2015,80
03-12-2015,80
04-12-2015,76
05-12-2015,75
06-12-2015,88
07-12-2015,82
08-12-2015,78
09-12-2015,75
10-12-2015,73
11-12-2015,79
12-12-2015,76
13-12-2015,92
14-12-2015,75
15-12-2015,76
16-12-2015,70
17-12-2015,76
18-12-2015,73
19-12-2015,85
20-12-2015,78
21-12-2015,76
22-12-2015,72
23-12-2015,71
24-12-2015,74
25-12-2015,80
26-12-2015,75
27-12-2015,71
28-12-2015,84
29-12-2015,83
30-12-2015,81
31-12-2015,80
01-01-2016,81
02-01-2016,84
03-01-2016,74
04-01-2016,71
05-01-2016,75
06-01-2016,76
07-01-2016,84
08-01-2016,72
09-01-2016,77
10-01-2016,71
11-01-2016,74
12-01-2016,73
13-01-2016,72
14-01-2016,87
15-01-2016,75
16-01-2016,79
17-01-2016,82
18-01-2016,74
19-01-2016,84
20-01-2016,71
21-01-2016,70
22-01-2016,70
23-01-2016,68
24-01-2016,73
25-01-2016,74
26-01-2016,69
27-01-2016,76
28-01-2016,81
29-01-2016,80
30-01-2016,77
31-01-2016,74
01-02-2016,68
02-02-2016,65
03-02-2016,77
04-02-2016,74
05-02-2016,78
06-02-2016,85
07-02-2016,88
08-02-2016,95
09-02-2016,74
10-02-2016,87
11-02-2016,82
12-02-2016,78
13-02-2016,79
14-02-2016,79
15-02-2016,78
16-02-2016,75
17-02-2016,80
18-02-2016,73
19-02-2016,70
20-02-2016,78
21-02-2016,77
22-02-2016,72
23-02-2016,71
24-02-2016,74
25-02-2016,83
26-02-2016,78
27-02-2016,77
28-02-2016,72
29-02-2016,78
01-03-2016,79
02-03-2016,74
03-03-2016,73
04-03-2016,75
05-03-2016,71
06-03-2016,73
07-03-2016,78
08-03-2016,85
09-03-2016,72
10-03-2016,79
11-03-2016,69
12-03-2016,73
13-03-2016,76
14-03-2016,71
15-03-2016,77
16-03-2016,72
17-03-2016,67
18-03-2016,67
19-03-2016,74
20-03-2016,70
21-03-2016,68
22-03-2016,77
23-03-2016,73
24-03-2016,73
25-03-2016,69
26-03-2016,87
27-03-2016,67
28-03-2016,74
29-03-2016,65
30-03-2016,66
31-03-2016,74
01-04-2016,70
02-04-2016,70
03-04-2016,71
04-04-2016,72
05-04-2016,80
06-04-2016,69
07-04-2016,69
08-04-2016,68
09-04-2016,70
10-04-2016,71
11-04-2016,76
12-04-2016,69
13-04-2016,70
14-04-2016,70
15-04-2016,80
16-04-2016,75
17-04-2016,81
18-04-2016,71
19-04-2016,77
20-04-2016,68
21-04-2016,71
22-04-2016,72
23-04-2016,70
24-04-2016,81
25-04-2016,83
26-04-2016,74
27-04-2016,68
28-04-2016,69
29-04-2016,78
30-04-2016,81
01-05-2016,70
02-05-2016,75
03-05-2016,71
04-05-2016,77
05-05-2016,85
06-05-2016,76
07-05-2016,88
08-05-2016,69
09-05-2016,79
10-05-2016,82
11-05-2016,92
12-05-2016,67
13-05-2016,74
14-05-2016,72
15-05-2016,78
16-05-2016,78
17-05-2016,81
18-05-2016,81
19-05-2016,78
20-05-2016,79
21-05-2016,88
22-05-2016,70
23-05-2016,73
24-05-2016,69
25-05-2016,74
26-05-2016,74
27-05-2016,74
28-05-2016,77
29-05-2016,83
30-05-2016,77
31-05-2016,74
01-06-2016,69
02-06-2016,72
03-06-2016,74
04-06-2016,69
05-06-2016,72
06-06-2016,74
07-06-2016,78
08-06-2016,77
09-06-2016,73
10-06-2016,66
12-06-2016,73
13-06-2016,72
14-06-2016,71
15-06-2016,74
16-06-2016,78
17-06-2016,92
18-06-2016,75
19-06-2016,71
20-06-2016,77
21-06-2016,77
22-06-2016,76
23-06-2016,63
27-06-2016,64
29-06-2016,67
30-06-2016,70
01-07-2016,67
02-07-2016,64
04-07-2016,71
05-07-2016,63
06-07-2016,74
07-07-2016,73
08-07-2016,74
09-07-2016,74
10-07-2016,70
11-07-2016,71
12-07-2016,70
13-07-2016,71
14-07-2016,67
15-07-2016,71
16-07-2016,84
17-07-2016,73
18-07-2016,86
19-07-2016,72
20-07-2016,82
21-07-2016,74
22-07-2016,74
23-07-2016,75
24-07-2016,74
25-07-2016,76
26-07-2016,75
27-07-2016,69
28-07-2016,76
29-07-2016,77
30-07-2016,74
31-07-2016,71
01-08-2016,67
02-08-2016,66
03-08-2016,65
04-08-2016,67
05-08-2016,67
06-08-2016,65
07-08-2016,67
08-08-2016,66
09-08-2016,63
10-08-2016,69
11-08-2016,68
12-08-2016,76
13-08-2016,73
14-08-2016,65
15-08-2016,70
16-08-2016,70
17-08-2016,70
18-08-2016,69
19-08-2016,72
20-08-2016,76
21-08-2016,80
22-08-2016,71
23-08-2016,80
24-08-2016,71
25-08-2016,73
26-08-2016,69
27-08-2016,74
28-08-2016,80
29-08-2016,77
30-08-2016,78
31-08-2016,84
01-09-2016,73
02-09-2016,75
03-09-2016,69
04-09-2016,70
05-09-2016,74
06-09-2016,80
07-09-2016,78
08-09-2016,73
09-09-2016,81
10-09-2016,76
11-09-2016,74
12-09-2016,67
13-09-2016,70
14-09-2016,71
15-09-2016,63
16-09-2016,76
17-09-2016,69
18-09-2016,77
19-09-2016,76
20-09-2016,72
21-09-2016,67
22-09-2016,78
23-09-2016,76
24-09-2016,75
25-09-2016,73
26-09-2016,69
27-09-2016,71
28-09-2016,78
29-09-2016,78
30-09-2016,77
01-10-2016,73
02-10-2016,69
03-10-2016,65
04-10-2016,75
05-10-2016,75
06-10-2016,78
07-10-2016,73
08-10-2016,67
09-10-2016,83
10-10-2016,71
11-10-2016,80
12-10-2016,82
13-10-2016,80
14-10-2016,80
15-10-2016,78
16-10-2016,82
17-10-2016,75
18-10-2016,85
19-10-2016,75
20-10-2016,71
21-10-2016,80
22-10-2016,80
23-10-2016,80
24-10-2016,75
25-10-2016,80
26-10-2016,79
27-10-2016,74
28-10-2016,82
29-10-2016,87
30-10-2016,83
31-10-2016,84
01-11-2016,84
02-11-2016,89
03-11-2016,75
04-11-2016,76
05-11-2016,85
06-11-2016,82
07-11-2016,89
08-11-2016,78
09-11-2016,84
10-11-2016,83
11-11-2016,78
12-11-2016,78
13-11-2016,79
14-11-2016,82
15-11-2016,78
16-11-2016,84
17-11-2016,79
18-11-2016,77
19-11-2016,83
20-11-2016,86
21-11-2016,77
22-11-2016,79
23-11-2016,85
24-11-2016,82
25-11-2016,76
26-11-2016,82
27-11-2016,76
28-11-2016,76
29-11-2016,82
30-11-2016,80
01-12-2016,85
02-12-2016,83
03-12-2016,80
04-12-2016,80
05-12-2016,67
06-12-2016,66
07-12-2016,70
08-12-2016,73
09-12-2016,70
10-12-2016,68
11-12-2016,84
12-12-2016,75
13-12-2016,72
14-12-2016,79
15-12-2016,76
16-12-2016,71
17-12-2016,72
18-12-2016,72
19-12-2016,75
20-12-2016,84
21-12-2016,76
22-12-2016,76
23-12-2016,85
24-12-2016,89
25-12-2016,80
26-12-2016,82
27-12-2016,75
28-12-2016,79
29-12-2016,77
30-12-2016,81
31-12-2016,90
01-01-2017,83
02-01-2017,87
03-01-2017,84
04-01-2017,78
05-01-2017,72
06-01-2017,68
07-01-2017,73
08-01-2017,76
09-01-2017,72
10-01-2017,69
11-01-2017,70
12-01-2017,75
13-01-2017,87
14-01-2017,77
15-01-2017,80
16-01-2017,79
17-01-2017,76
18-01-2017,78
19-01-2017,75
20-01-2017,75
21-01-2017,76
22-01-2017,81
23-01-2017,90
24-01-2017,94
25-01-2017,84
26-01-2017,78
27-01-2017,81
28-01-2017,86
29-01-2017,73
30-01-2017,71
31-01-2017,79
01-02-2017,85
02-02-2017,78
03-02-2017,73
04-02-2017,76
05-02-2017,70
06-02-2017,75
07-02-2017,74
08-02-2017,73
09-02-2017,72
10-02-2017,80
11-02-2017,71
12-02-2017,78
13-02-2017,71
14-02-2017,88
15-02-2017,75
16-02-2017,79
17-02-2017,79
18-02-2017,74
19-02-2017,79
20-02-2017,76
21-02-2017,82
22-02-2017,79
23-02-2017,83
24-02-2017,72
25-02-2017,74
26-02-2017,76
27-02-2017,88
28-02-2017,79
01-03-2017,74
02-03-2017,77
03-03-2017,84
04-03-2017,79
05-03-2017,81
06-03-2017,78
07-03-2017,75
08-03-2017,72
09-03-2017,76
10-03-2017,75
11-03-2017,75
12-03-2017,75
13-03-2017,71
14-03-2017,74
15-03-2017,73
16-03-2017,80
17-03-2017,72
18-03-2017,78
19-03-2017,81
20-03-2017,77
21-03-2017,73
22-03-2017,68
23-03-2017,71
24-03-2017,77
25-03-2017,73
26-03-2017,69
27-03-2017,85
28-03-2017,82
29-03-2017,91
30-03-2017,86
31-03-2017,78
01-04-2017,86
02-04-2017,81
03-04-2017,74
04-04-2017,74
05-04-2017,73
06-04-2017,79
07-04-2017,78
08-04-2017,80
09-04-2017,77
10-04-2017,84
11-04-2017,76
12-04-2017,82
13-04-2017,78
14-04-2017,80
15-04-2017,80
16-04-2017,70
17-04-2017,71
18-04-2017,73
19-04-2017,76
20-04-2017,74
21-04-2017,78
22-04-2017,71
23-04-2017,68
24-04-2017,71
25-04-2017,77
26-04-2017,88
27-04-2017,78
28-04-2017,69
29-04-2017,70
30-04-2017,72
01-05-2017,85
02-05-2017,70
03-05-2017,72
04-05-2017,86
05-05-2017,80
06-05-2017,86
07-05-2017,76
08-05-2017,74
09-05-2017,75
10-05-2017,78
11-05-2017,77
12-05-2017,81
13-05-2017,76
14-05-2017,82
15-05-2017,80
16-05-2017,76
17-05-2017,77
18-05-2017,82
19-05-2017,72
20-05-2017,77
21-05-2017,80
22-05-2017,75
23-05-2017,80
24-05-2017,83
25-05-2017,80
26-05-2017,79
27-05-2017,79
28-05-2017,74
29-05-2017,78
30-05-2017,80
31-05-2017,78
01-06-2017,72
02-06-2017,72
03-06-2017,72
04-06-2017,75
05-06-2017,66
06-06-2017,63
07-06-2017,70
08-06-2017,65
09-06-2017,71
10-06-2017,76
11-06-2017,68
12-06-2017,68
13-06-2017,77
14-06-2017,74
15-06-2017,68
16-06-2017,77
17-06-2017,73
18-06-2017,85
19-06-2017,72
20-06-2017,68
21-06-2017,70
22-06-2017,76
23-06-2017,77
24-06-2017,78
25-06-2017,75
26-06-2017,72
27-06-2017,76
28-06-2017,80
29-06-2017,78
30-06-2017,79
01-07-2017,77
02-07-2017,82
03-07-2017,80
04-07-2017,80
05-07-2017,74
06-07-2017,78
07-07-2017,82
08-07-2017,75
09-07-2017,77
10-07-2017,77
11-07-2017,73
12-07-2017,76
13-07-2017,68
14-07-2017,74
15-07-2017,72
16-07-2017,69
17-07-2017,70
18-07-2017,71
19-07-2017,71
20-07-2017,70
21-07-2017,71
22-07-2017,72
23-07-2017,70
24-07-2017,69
25-07-2017,70
26-07-2017,64
27-07-2017,63
29-07-2017,71
30-07-2017,72
31-07-2017,76
01-08-2017,79
02-08-2017,80
03-08-2017,86
04-08-2017,75
05-08-2017,73
06-08-2017,75
07-08-2017,76
08-08-2017,77
09-08-2017,84
10-08-2017,75
11-08-2017,78
12-08-2017,84
13-08-2017,77
14-08-2017,76
15-08-2017,81
16-08-2017,75
17-08-2017,80
18-08-2017,76
19-08-2017,71
20-08-2017,74
21-08-2017,77
22-08-2017,72
23-08-2017,75
24-08-2017,74
25-08-2017,74
26-08-2017,77
27-08-2017,74
28-08-2017,86
29-08-2017,73
30-08-2017,77
31-08-2017,74
01-09-2017,79
02-09-2017,74
03-09-2017,85
04-09-2017,77
05-09-2017,78
06-09-2017,82
07-09-2017,79
08-09-2017,88
09-09-2017,84
10-09-2017,80
11-09-2017,81
12-09-2017,78
13-09-2017,76
14-09-2017,77
15-09-2017,82
16-09-2017,74
17-09-2017,75
18-09-2017,80
19-09-2017,87
20-09-2017,79
21-09-2017,78
22-09-2017,79
23-09-2017,73
24-09-2017,71
25-09-2017,71
26-09-2017,79
27-09-2017,77
28-09-2017,75
29-09-2017,92
30-09-2017,82
01-10-2017,84
02-10-2017,85
03-10-2017,86
04-10-2017,82
05-10-2017,81
06-10-2017,87
07-10-2017,92
08-10-2017,78
09-10-2017,84
10-10-2017,81
11-10-2017,81
12-10-2017,82
13-10-2017,94
14-10-2017,82
15-10-2017,83
16-10-2017,78
17-10-2017,69
18-10-2017,71
19-10-2017,72
20-10-2017,74
21-10-2017,76
22-10-2017,74
23-10-2017,76
24-10-2017,83
25-10-2017,83
26-10-2017,79
27-10-2017,86
28-10-2017,81
29-10-2017,81
30-10-2017,86
31-10-2017,87
01-11-2017,81
02-11-2017,80
03-11-2017,84
04-11-2017,88
05-11-2017,87
06-11-2017,82
07-11-2017,88
08-11-2017,91
09-11-2017,84
10-11-2017,87
11-11-2017,86
12-11-2017,89
13-11-2017,89
14-11-2017,89
15-11-2017,88
16-11-2017,84
17-11-2017,84
18-11-2017,82
19-11-2017,79
20-11-2017,77
21-11-2017,81
22-11-2017,81
23-11-2017,86
24-11-2017,82
25-11-2017,90
26-11-2017,89
27-11-2017,82
28-11-2017,90
29-11-2017,89
30-11-2017,80
01-12-2017,90
02-12-2017,90
03-12-2017,91
04-12-2017,89
05-12-2017,77
06-12-2017,73
07-12-2017,81
08-12-2017,90
09-12-2017,85
10-12-2017,83
11-12-2017,80
12-12-2017,77
13-12-2017,81
14-12-2017,78
15-12-2017,73
16-12-2017,75
17-12-2017,82
18-12-2017,80
19-12-2017,90
20-12-2017,85
21-12-2017,88
22-12-2017,83
23-12-2017,82
24-12-2017,89
25-12-2017,87
26-12-2017,87
27-12-2017,82
28-12-2017,86
29-12-2017,88
30-12-2017,85
31-12-2017,92
01-01-2018,86
02-01-2018,87
03-01-2018,90
04-01-2018,86
05-01-2018,84
06-01-2018,81
07-01-2018,83
08-01-2018,85
09-01-2018,88
10-01-2018,84
11-01-2018,83
12-01-2018,82
13-01-2018,85
14-01-2018,79
15-01-2018,78
16-01-2018,80
17-01-2018,80
18-01-2018,84
19-01-2018,85
20-01-2018,84
21-01-2018,79
22-01-2018,85
23-01-2018,83
24-01-2018,80
25-01-2018,80
26-01-2018,79
27-01-2018,80
28-01-2018,85
29-01-2018,81
30-01-2018,78
31-01-2018,77
01-02-2018,79
02-02-2018,79
03-02-2018,79
04-02-2018,76
05-02-2018,79
06-02-2018,81
07-02-2018,76
08-02-2018,75
09-02-2018,74
10-02-2018,75
11-02-2018,69
12-02-2018,72
13-02-2018,69
14-02-2018,76
15-02-2018,74
16-02-2018,73
17-02-2018,75
18-02-2018,76
19-02-2018,82
20-02-2018,74
21-02-2018,85
22-02-2018,82
23-02-2018,85
24-02-2018,87
25-02-2018,88
26-02-2018,74
27-02-2018,72
28-02-2018,75
01-03-2018,74
02-03-2018,78
03-03-2018,84
04-03-2018,78
05-03-2018,84
06-03-2018,82
07-03-2018,79
08-03-2018,73
09-03-2018,83
10-03-2018,81
11-03-2018,73
12-03-2018,84
13-03-2018,83
14-03-2018,74
15-03-2018,84
16-03-2018,80
17-03-2018,75
18-03-2018,82
19-03-2018,76
20-03-2018,78
21-03-2018,76
22-03-2018,76
23-03-2018,76
24-03-2018,76
25-03-2018,73
26-03-2018,78
27-03-2018,80
28-03-2018,74
29-03-2018,81
30-03-2018,79
31-03-2018,78
01-04-2018,80
02-04-2018,72
03-04-2018,80
04-04-2018,77
05-04-2018,84
06-04-2018,86
07-04-2018,85
08-04-2018,86
09-04-2018,77
10-04-2018,79
11-04-2018,79
12-04-2018,79
13-04-2018,83
14-04-2018,87
15-04-2018,80
16-04-2018,82
17-04-2018,78
18-04-2018,83
19-04-2018,82
20-04-2018,85
21-04-2018,90
22-04-2018,82
23-04-2018,78
24-04-2018,82
25-04-2018,85
26-04-2018,79
27-04-2018,79
28-04-2018,79
29-04-2018,82
30-04-2018,84
01-05-2018,85
02-05-2018,75
03-05-2018,81
04-05-2018,85
05-05-2018,78
06-05-2018,86
07-05-2018,86
08-05-2018,83
09-05-2018,89
10-05-2018,87
11-05-2018,82
12-05-2018,84
13-05-2018,82
14-05-2018,87
15-05-2018,86
16-05-2018,82
17-05-2018,86
18-05-2018,85
19-05-2018,83
20-05-2018,82
21-05-2018,87
22-05-2018,87
23-05-2018,84
24-05-2018,80
25-05-2018,80
26-05-2018,88
27-05-2018,79
28-05-2018,82
29-05-2018,91
30-05-2018,85
31-05-2018,75
01-06-2018,82
02-06-2018,77
03-06-2018,80
04-06-2018,78
05-06-2018,78
06-06-2018,79
07-06-2018,75
08-06-2018,76
09-06-2018,76
10-06-2018,75
11-06-2018,69
12-06-2018,68
13-06-2018,79
14-06-2018,77
15-06-2018,74
16-06-2018,77
17-06-2018,78
18-06-2018,88
19-06-2018,86
20-06-2018,81
21-06-2018,90
22-06-2018,83
23-06-2018,95
24-06-2018,82
25-06-2018,85
26-06-2018,84
27-06-2018,83
28-06-2018,80
29-06-2018,86
30-06-2018,82
01-07-2018,80
02-07-2018,85
03-07-2018,84
04-07-2018,77
05-07-2018,78
06-07-2018,79
07-07-2018,85
08-07-2018,83
09-07-2018,87
10-07-2018,87
11-07-2018,76
12-07-2018,76
13-07-2018,75
14-07-2018,65
16-07-2018,71
